num_inspection;evaluation;departement
23-015054-1;3;33
22-098880-1;2;75
22-099184-1;3;75
23-062971-1;2;33
23-064137-1;2;95
22-098896-1;2;66
23-015775-1;2;75
23-078944-1;1;13
23-069783-1;3;75
23-025660-1;2;75
23-013242-1;2;97
23-064016-1;3;54
22-097993-1;2;77
22-099016-1;3;80
23-012262-1;1;66
23-012867-1;2;62
23-064166-1;3;65
23-082733-1;3;20
23-010733-1;2;68
22-099023-1;3;75
23-015664-1;3;75
23-020192-1;2;75
23-069093-1;3;2
23-029526-1;2;1
23-047660-1;2;44
23-064179-1;3;81
22-089369-1;2;59
23-063182-1;3;75
23-000563-1;2;75
23-005294-1;3;42
22-098131-1;3;24
22-106319-1;2;13
23-025677-1;2;75
22-098017-1;3;75
23-064228-1;3;61
22-098898-1;3;75
23-021068-1;3;61
23-057224-1;2;62
23-064046-1;2;88
23-003554-1;2;75
23-067343-1;2;60
22-093836-1;3;24
22-105732-1;2;95
23-016691-1;2;75
23-029600-1;2;32
23-063130-1;3;75
23-064200-1;3;20
23-059371-1;3;52
23-054103-1;3;51
22-098336-1;2;43
22-104425-1;3;75
23-086946-1;2;93
22-007935-1;3;30
23-029496-1;3;40
23-002220-1;2;30
23-001372-1;3;35
22-092886-1;2;34
23-024331-1;2;8
23-064195-1;2;13
22-001556-1;2;47
23-002213-1;1;30
22-004686-1;2;66
22-090366-1;3;93
23-033505-1;2;75
23-080371-1;3;83
23-004276-1;2;46
23-017447-1;3;14
22-089186-1;2;69
23-008446-1;3;19
23-000143-1;3;16
23-012104-1;1;66
23-002031-1;3;75
23-063123-1;3;75
23-023657-1;3;59
22-107785-1;2;69
22-097187-1;2;93
23-073893-1;2;95
23-041962-1;3;94
22-098088-1;2;69
23-064299-1;2;75
23-015262-1;3;22
23-050733-1;2;95
22-107180-2;3;97
22-004366-1;3;16
23-063144-1;2;75
23-007407-1;2;41
22-098988-1;3;75
23-065870-1;1;70
23-065449-1;2;11
23-061213-2;1;93
23-073718-1;2;9
23-041393-1;2;59
23-050504-1;2;43
23-071120-1;2;68
23-076060-1;2;31
23-066945-1;3;97
22-087616-1;2;68
22-071295-1;2;82
23-071626-1;3;75
23-024227-1;2;3
22-099818-1;2;75
23-065525-1;2;94
22-107918-1;2;94
23-076939-1;1;32
23-063195-1;1;51
23-064329-1;1;75
23-045535-1;2;74
23-070690-1;2;43
22-105124-1;2;75
23-083153-1;3;16
23-025071-1;3;29
23-008437-1;2;19
23-010657-1;3;69
23-026622-1;3;84
23-048525-1;3;75
23-065900-1;2;93
23-023074-1;2;83
23-031302-1;2;93
23-038703-1;1;1
23-012588-1;2;2
23-032378-1;2;93
22-107180-1;3;97
23-063219-1;3;49
22-105503-1;2;26
23-080199-1;2;32
23-055661-1;3;74
23-038381-1;3;24
23-022440-1;1;51
22-098223-1;2;33
23-008906-1;3;22
23-064653-1;2;11
23-063256-1;3;29
22-093147-1;3;20
23-076294-1;3;7
22-098294-1;2;95
22-106800-1;2;75
22-099174-1;2;60
23-031084-1;2;20
23-043759-1;2;75
23-015073-1;3;33
23-048183-1;3;75
23-064472-1;2;74
23-016262-1;3;44
23-011011-1;2;19
23-005476-1;3;71
23-045999-1;2;44
23-024567-1;2;93
23-064488-1;2;44
22-098250-1;2;33
23-063251-1;2;54
22-100925-1;2;59
23-064324-1;1;59
23-050698-1;3;60
23-064485-1;3;33
23-037565-1;2;75
23-011789-1;2;75
23-064552-1;1;3
23-061035-1;2;53
23-081136-1;3;34
23-009570-1;3;75
22-107964-1;2;59
23-005635-1;3;42
23-064531-1;3;30
23-000912-1;2;75
22-099269-1;3;44
22-099394-1;3;75
23-064418-1;3;30
23-077171-1;2;59
22-072937-1;3;3
22-099291-1;3;93
23-082039-1;3;74
23-052688-1;2;29
22-092551-1;2;14
23-086027-1;2;75
22-107715-1;2;97
23-065989-1;2;42
22-089727-1;3;81
23-053369-1;2;56
22-099275-1;1;93
23-018431-1;3;20
23-043276-1;2;71
23-017626-1;3;75
23-045660-1;2;28
23-026327-1;3;60
23-028461-1;1;49
22-007606-1;2;30
22-106959-1;2;59
23-023148-1;3;69
23-006500-1;3;63
23-018221-1;3;75
22-099322-1;2;60
23-071187-1;2;66
23-064677-1;2;75
23-064458-1;2;34
22-090070-1;2;75
23-015853-1;2;5
23-016416-1;2;56
22-098405-1;1;1
23-016765-1;1;76
22-094023-1;2;75
23-042691-1;3;75
23-080980-1;3;20
23-013587-1;2;59
23-063401-1;3;74
23-005217-1;2;42
23-013268-1;3;32
23-033628-1;2;75
23-000583-1;2;53
23-064547-1;3;30
23-002812-1;3;14
22-094625-1;2;60
23-064534-1;3;51
23-024228-1;3;59
23-064635-1;2;75
23-087120-1;2;94
23-068998-1;3;93
23-064645-1;2;5
22-094699-1;2;84
22-090989-1;2;50
23-064610-1;2;75
23-074116-1;2;56
23-070423-1;2;75
23-007876-1;2;10
23-040739-1;3;54
23-063493-1;2;66
23-008929-1;2;75
22-103613-1;2;9
22-092888-1;2;42
22-099074-1;3;89
22-106365-1;2;3
23-063427-1;2;75
22-099580-1;3;75
22-101837-1;3;56
22-094966-1;2;75
23-036226-1;3;12
23-067829-1;3;79
23-069046-1;2;76
22-099546-1;2;75
22-100351-1;2;10
23-022493-1;2;76
23-064663-1;2;63
23-064570-1;1;15
23-076239-1;3;93
23-019403-1;3;7
23-043207-1;2;95
22-098407-1;1;69
23-051923-1;3;75
23-018507-1;2;92
23-013460-1;2;85
23-064716-1;2;85
22-098688-1;2;75
23-029045-1;1;77
23-011514-1;2;34
23-064606-1;1;84
23-063520-1;3;75
23-064822-1;2;11
23-065974-1;1;29
23-007747-1;2;34
23-075887-1;3;75
22-108023-1;2;59
23-022436-1;3;24
23-012733-1;2;17
23-072811-1;3;17
23-081980-1;2;69
23-015128-1;2;75
22-096555-1;2;63
23-022341-1;2;66
23-054491-1;3;41
22-018449-1;3;63
23-030745-1;3;75
23-064775-1;3;79
23-086526-1;2;75
23-067713-3;2;68
23-015811-1;2;33
23-043682-1;3;20
23-001097-1;3;30
23-004970-1;2;75
22-004426-1;3;66
23-009214-1;2;17
23-036280-1;2;75
23-043318-1;3;17
23-023344-1;3;35
23-070251-1;2;75
23-064679-1;1;43
23-072001-1;2;76
23-064766-1;3;24
23-037414-1;2;75
23-051644-1;2;75
22-099833-1;3;37
23-017610-1;2;69
23-080824-1;3;75
23-009961-1;2;95
23-032345-1;2;85
23-063603-1;2;75
22-003477-1;2;42
22-099701-1;3;29
22-098109-1;3;19
23-049018-1;3;75
23-072385-1;2;69
23-065121-1;3;15
23-064782-1;2;39
22-027296-1;3;69
23-016508-1;3;24
22-101321-1;2;97
23-037870-1;3;81
23-054409-1;3;20
23-005684-1;3;75
23-064670-2;3;68
23-001089-1;2;30
23-022488-1;2;85
23-064670-1;2;68
23-067042-1;3;20
23-086291-1;2;94
23-064712-1;2;85
23-077097-1;2;78
22-098460-1;3;75
22-099715-1;2;31
23-007474-1;0;60
22-107048-1;3;27
23-076026-1;2;95
23-019014-1;3;35
23-063389-1;3;66
22-098834-1;2;42
23-015641-1;3;74
22-099288-1;2;17
23-041915-1;3;59
23-016719-1;2;75
22-100044-1;3;13
23-064695-1;3;75
22-013227-1;2;97
23-005278-1;2;42
23-072958-1;2;14
23-064947-1;2;86
23-065172-1;2;81
22-093724-1;2;36
22-099471-1;3;22
22-097991-1;3;93
23-018995-1;3;62
23-033607-1;2;75
22-006521-1;2;33
23-049835-1;2;51
23-012971-1;3;13
23-007991-1;3;75
23-067710-1;3;75
23-058999-1;3;44
23-070440-1;2;59
22-105532-1;1;66
23-029616-1;2;94
23-010782-1;2;16
23-000144-1;2;16
22-106224-1;2;36
23-062086-1;3;54
23-064768-1;1;46
23-064613-1;2;60
22-010414-1;3;9
23-037843-1;3;68
23-051229-1;2;60
22-100085-1;3;10
22-106693-1;3;75
23-065002-1;2;86
23-061967-1;3;21
23-022413-1;2;18
22-098606-1;2;45
23-015726-1;2;97
22-099924-1;2;43
22-091916-1;3;29
23-081051-1;3;14
23-019922-1;2;44
23-030755-1;3;75
23-064972-1;1;42
23-064854-1;3;69
23-075963-1;3;75
23-056127-1;2;29
23-075832-1;2;41
23-050262-1;2;25
23-065011-1;2;75
23-077689-1;3;31
23-080882-1;3;57
22-100168-1;2;84
23-005745-1;3;75
23-034802-1;2;93
23-058770-1;2;88
23-069646-1;3;37
23-008828-1;2;65
23-079224-1;3;13
22-095041-1;2;56
23-063819-1;3;75
23-058839-1;3;76
23-065413-1;1;25
23-063804-1;3;75
22-100237-1;2;4
23-018089-1;3;42
23-001369-1;2;34
23-073454-1;3;78
23-035606-1;2;76
23-012258-1;3;66
22-100213-1;3;33
23-066922-1;2;75
22-098644-1;2;62
22-100626-1;2;75
22-100003-1;2;75
23-012842-1;1;23
22-105268-1;3;80
22-098478-1;3;75
23-076493-1;2;7
22-105384-1;1;27
23-010233-1;3;24
22-005794-1;3;47
23-003110-1;3;58
22-099286-1;2;17
22-098738-1;3;76
23-050384-1;3;71
22-089797-1;3;20
23-066758-1;3;75
23-003422-1;2;50
23-064904-1;1;80
23-018454-1;3;60
23-018348-1;2;33
22-106567-1;2;43
23-079137-1;3;7
22-096327-1;3;29
23-064873-1;2;69
23-012977-1;3;17
23-065217-1;2;75
22-099153-1;3;31
23-063877-1;2;75
23-048227-1;2;39
23-064864-1;3;75
23-024607-1;2;81
22-106279-1;2;59
22-107795-1;2;78
22-091402-1;2;76
23-024523-1;2;62
23-001202-1;2;89
23-074272-1;2;94
21-111059-1;2;63
23-022887-1;1;63
23-063855-1;2;42
23-009586-1;3;75
22-100096-1;3;85
22-098715-1;3;95
22-099037-1;2;75
23-080419-1;2;69
23-063861-1;3;75
22-100329-1;2;75
22-108463-1;2;33
23-064042-1;1;58
23-027264-1;3;1
23-027463-1;3;35
23-048526-1;2;83
22-024091-1;2;87
23-005500-1;3;42
23-063920-1;1;95
23-042998-1;2;75
22-012186-1;3;42
22-096174-1;2;42
22-101092-1;2;59
22-100124-1;2;9
22-107035-1;2;94
23-015893-1;2;13
23-059722-1;3;4
23-027255-1;2;91
23-019707-1;2;7
23-064990-1;2;49
23-074564-1;3;69
23-065452-1;2;87
23-064977-1;2;11
22-100846-1;2;11
22-093922-1;3;42
22-100207-1;1;33
22-107661-1;2;20
23-076997-1;2;43
23-048758-1;3;75
22-108052-1;2;75
22-100748-1;1;93
23-015185-1;1;13
23-063959-1;2;8
23-065271-1;2;34
22-106239-1;2;75
23-039460-1;3;73
23-065183-1;2;11
22-100256-1;3;98
22-004275-1;3;16
23-065177-1;1;68
23-033120-1;2;56
23-063958-1;3;8
23-024416-1;3;1
22-095083-1;3;54
23-040606-1;3;80
23-012940-1;3;88
22-100220-1;2;4
23-063956-1;2;8
23-041551-1;2;60
22-100322-1;3;1
22-010464-1;3;9
22-108028-1;2;59
22-093611-1;2;32
23-063954-1;2;39
23-065263-1;2;6
23-065079-1;2;97
23-003962-1;2;39
23-040460-1;2;29
23-074093-1;3;27
23-063993-1;2;55
23-062915-1;3;20
22-106739-1;2;94
23-067014-1;3;57
23-014394-1;3;33
23-036380-1;3;39
22-003505-1;2;42
22-100373-1;3;75
22-100274-1;2;77
23-009886-2;2;43
23-027202-1;2;31
23-023815-1;2;6
22-003503-1;2;42
23-041049-1;2;32
21-111057-1;2;63
23-006105-1;2;43
22-100475-1;2;27
22-100365-1;2;75
23-004095-1;3;63
22-109304-1;2;68
23-072516-1;3;64
23-004809-1;3;14
23-073411-1;2;75
23-040145-1;3;49
23-049867-1;3;63
23-011016-1;2;19
23-065127-1;1;15
23-053848-1;2;12
23-031454-1;2;79
23-018140-1;2;79
23-054358-1;2;12
23-047921-1;2;95
23-005167-1;2;59
23-054416-1;2;12
23-086529-1;2;75
22-096210-1;3;83
23-064015-1;3;83
22-106363-1;2;69
23-025021-1;2;75
23-017873-1;3;56
23-065391-1;3;49
23-067770-1;3;94
22-090813-1;2;75
22-100610-1;3;27
23-065187-1;2;58
22-095806-1;3;56
23-065339-1;2;62
23-075053-1;2;15
23-004939-1;3;57
23-065415-1;3;79
22-100463-1;3;75
23-004941-1;3;57
23-066038-1;2;75
23-015283-1;1;1
23-018038-1;2;5
23-065391-2;3;49
22-100444-1;3;75
23-032205-1;2;75
22-105081-1;3;42
23-037045-1;3;56
22-100699-1;2;59
23-072540-1;3;54
23-012647-1;3;75
23-064763-1;3;44
23-021761-1;3;88
23-033175-1;2;75
23-009927-1;1;66
22-001790-1;2;86
22-100514-1;2;75
23-012819-1;2;23
23-067368-1;3;75
23-065275-1;1;75
23-018748-1;2;28
22-100702-1;3;47
22-100489-2;3;17
22-093959-1;2;69
23-072344-1;1;75
22-100491-1;3;95
23-004275-1;2;46
23-029952-1;2;65
23-037492-1;3;56
23-009202-1;2;81
23-051477-1;3;75
23-060090-1;2;75
22-099018-1;3;75
22-093443-1;2;3
23-064135-1;2;56
22-088751-1;3;73
23-065488-1;2;56
23-051890-1;0;68
22-023617-1;3;64
22-106387-1;2;69
22-048400-1;2;75
22-009995-1;3;30
23-068535-1;2;91
22-089795-1;1;25
23-064554-1;3;86
23-054056-1;1;36
23-011467-1;2;34
22-107235-1;2;92
22-092968-1;3;75
22-108102-1;2;27
22-102863-1;3;94
23-019643-1;2;7
23-072918-1;2;64
22-099040-1;2;75
23-042347-1;2;75
22-103528-1;3;8
23-041124-1;2;75
23-019401-1;3;7
23-000145-1;3;16
22-099089-1;3;86
23-009000-1;2;75
22-100553-1;2;66
23-067280-1;2;69
22-012585-1;1;97
22-089563-1;2;75
22-098086-1;2;88
23-061013-1;3;26
23-012181-1;3;66
23-067718-1;2;88
22-090044-1;2;85
22-109307-1;2;68
23-067281-1;2;69
23-065516-1;1;93
23-005279-1;2;42
22-107044-1;2;85
23-078079-1;2;75
23-065424-1;1;95
23-064963-1;1;3
23-084051-1;3;29
23-019771-1;2;75
23-047478-1;2;84
22-089898-1;3;73
22-102191-1;2;75
23-064237-1;2;69
23-074464-1;3;49
23-072403-1;2;76
23-017242-1;3;83
22-096609-1;2;78
23-038526-1;3;14
23-004251-1;3;46
23-042191-1;2;43
23-038529-1;3;14
23-064242-1;2;5
23-066383-1;2;34
22-090331-1;3;17
22-014288-1;2;97
23-027335-1;3;24
22-100065-1;2;39
23-064273-1;2;84
23-028703-1;3;97
22-095135-1;3;22
23-023806-1;2;78
23-011278-1;2;16
23-065451-1;2;42
23-050659-1;2;75
23-065756-1;2;11
23-013542-1;3;78
22-107296-1;2;94
23-071638-1;3;54
23-065379-1;2;75
23-064328-1;2;74
22-100863-1;2;59
23-065938-1;2;75
23-044935-1;2;35
23-085568-1;3;75
23-002386-1;2;39
22-006177-1;2;95
23-066493-1;2;85
22-108041-1;2;25
23-073550-1;2;24
23-067251-1;2;29
23-018721-1;3;83
22-108983-1;0;14
23-054010-1;3;75
23-065484-1;2;69
23-002209-1;2;30
22-100916-1;2;45
23-039121-1;2;80
22-090653-1;3;75
23-071698-1;1;78
23-059798-1;2;76
23-033707-1;2;75
22-104791-1;2;75
22-108479-1;2;93
23-064361-1;2;75
23-010841-1;2;85
23-065509-1;2;67
22-099159-1;2;75
23-065604-1;1;75
23-065562-1;2;67
23-033708-1;2;75
22-100978-1;3;54
23-008940-1;2;92
23-066290-1;3;79
23-066569-1;2;7
23-006910-1;3;7
23-000950-1;3;57
22-100959-1;2;75
22-089894-1;3;73
23-000529-1;1;89
22-093989-1;3;31
23-065544-1;2;75
23-051987-1;2;59
23-014184-1;3;75
23-046429-1;2;24
23-064454-1;2;60
23-065868-1;3;37
23-065600-1;1;51
23-013585-1;2;59
23-007601-1;3;3
23-064732-1;2;75
23-064852-1;2;75
23-066219-1;2;97
23-073160-1;1;75
23-023086-1;3;38
23-033798-1;2;46
23-065577-1;2;75
23-003357-1;2;54
22-097274-1;2;56
23-065581-1;2;74
23-016037-1;2;33
23-024846-1;3;80
23-069924-1;2;59
22-092293-1;2;14
23-019434-1;3;75
23-082507-1;3;57
23-012694-1;3;75
23-000706-1;2;72
22-100893-1;2;54
23-068196-1;2;76
23-066341-1;3;20
23-005539-1;3;42
22-099420-1;2;34
23-065936-1;2;94
23-003818-1;3;86
22-093115-1;2;75
22-107146-1;2;69
23-076407-1;2;75
23-048052-1;3;75
22-106812-1;2;6
23-062241-1;2;75
22-010620-1;2;84
23-012183-1;3;66
23-073005-1;3;35
23-013827-1;2;75
22-101054-1;2;42
22-101017-1;2;20
22-100897-1;3;54
23-019820-1;2;75
23-023513-1;3;54
22-099461-1;3;54
22-109431-1;2;69
23-065928-1;2;34
23-080050-1;3;34
23-065943-1;2;75
23-034231-1;2;60
23-075320-1;2;75
22-101142-1;3;35
23-065902-1;2;75
22-099452-1;3;75
22-101119-1;3;81
23-019487-1;3;75
23-084639-1;2;62
23-033485-1;2;93
23-053465-1;2;59
22-107099-1;2;42
23-052075-1;3;56
23-003940-1;3;47
22-099531-1;3;83
23-065982-1;2;44
23-011151-1;2;44
23-064657-1;3;5
23-052200-1;3;56
22-101052-1;2;93
22-091442-1;3;25
23-061097-1;2;59
22-107092-1;2;67
22-099481-1;3;54
23-026731-1;2;12
23-065920-1;2;56
23-009224-1;3;91
22-022647-1;2;64
23-065913-1;3;75
23-064652-1;2;5
22-022646-1;2;64
22-099378-1;2;43
23-064205-1;2;97
23-034520-1;1;54
23-068936-1;2;75
22-099558-1;2;24
23-079966-1;2;30
22-101199-1;3;69
23-019746-1;3;91
23-022753-1;2;75
23-002184-1;3;42
23-008544-1;3;14
23-074647-1;3;37
23-066004-1;2;75
22-099708-1;3;97
23-066037-1;2;94
23-009652-1;2;44
23-049523-1;2;59
22-101182-1;2;13
23-066001-1;1;35
23-064708-1;2;84
23-066873-1;2;2
23-049532-1;3;45
23-027186-1;2;94
23-040662-1;2;32
23-018233-1;2;54
22-091133-1;2;75
23-067457-1;3;88
22-101232-1;1;93
23-012321-1;3;54
22-104503-1;2;97
22-101550-1;3;83
22-093890-1;2;59
23-066043-1;3;75
23-066141-1;2;33
22-099809-1;3;62
22-101242-1;3;44
23-066180-2;2;95
23-064236-1;2;76
23-022545-1;3;20
22-101361-1;2;83
23-002467-1;2;57
23-008492-1;2;14
23-022888-1;2;63
23-025127-1;3;74
23-046708-1;3;75
22-107913-1;2;94
23-010499-1;2;16
22-101291-1;2;31
22-106924-1;2;84
23-019453-1;2;75
23-066150-1;3;64
23-065018-1;2;20
23-052635-1;2;93
23-028382-1;3;35
22-087697-1;2;33
23-063024-1;3;4
23-018768-1;2;78
22-101347-1;2;69
23-013746-1;3;75
22-101616-1;2;75
22-101406-1;2;76
23-075763-1;2;75
23-066109-1;3;75
23-066210-1;2;75
23-028414-1;3;49
23-005954-1;3;91
23-066215-1;3;75
23-064802-1;2;17
22-093205-1;3;7
23-066194-1;2;75
23-064798-1;2;75
22-093197-1;2;7
23-066204-1;2;72
23-055427-1;2;56
23-071406-1;1;56
23-066799-1;3;81
23-049019-1;3;75
23-027291-1;3;14
23-053273-1;2;87
23-012126-1;3;66
23-042300-1;1;74
23-003100-1;2;75
23-006750-1;2;13
23-041319-1;2;80
23-018981-1;2;97
22-104740-1;2;93
22-095692-1;3;7
23-003527-1;2;75
23-005838-1;2;75
23-071207-1;0;4
23-010864-1;2;62
23-005750-1;3;75
23-024804-1;3;69
23-066108-1;3;33
23-082223-1;3;28
23-024906-1;3;69
23-016809-1;2;78
23-064860-1;3;86
22-106698-1;3;52
23-066315-1;0;94
23-071519-1;2;93
23-028165-1;2;94
23-059484-1;2;33
23-064843-1;2;86
23-016222-1;2;83
23-050577-1;1;97
22-101314-1;2;97
23-001435-1;3;76
23-035568-1;3;14
22-100056-1;3;9
22-090770-1;3;75
23-019950-1;2;44
23-012775-1;2;66
22-006690-1;2;33
23-068325-1;3;75
22-100029-1;2;75
23-066275-1;2;33
23-066375-1;2;15
22-106628-1;2;92
23-066363-1;1;85
23-020419-1;2;65
23-010980-1;2;19
23-007819-1;2;75
23-066372-1;2;11
23-064918-1;2;64
23-079332-1;3;94
23-066400-1;1;11
23-062403-1;2;50
23-052554-1;2;59
23-066332-1;3;8
23-007705-1;3;60
23-032410-1;2;56
23-066345-1;2;11
23-009371-1;3;62
23-018865-1;2;59
23-018723-1;2;76
22-099689-1;3;54
23-010140-1;3;97
23-000856-1;2;76
22-104287-1;2;83
23-009926-1;3;66
22-101669-1;2;70
23-006770-1;2;34
22-101547-1;2;13
23-067535-1;2;71
23-014502-1;2;33
23-001943-1;3;7
23-066411-1;1;94
23-075073-1;3;87
23-016550-1;3;75
22-092966-1;3;5
23-024237-1;2;93
22-109121-1;2;19
23-051037-1;2;59
22-100000-1;1;60
23-066418-1;3;75
23-037046-1;2;1
23-064982-1;1;68
23-018226-1;2;75
23-081523-1;2;94
23-076157-1;3;75
23-054733-1;3;56
22-101632-1;2;15
22-100636-1;2;75
23-066394-1;2;75
23-066460-1;2;75
23-065586-1;2;11
23-037049-1;2;1
22-088545-1;2;69
22-107855-1;1;33
23-066399-2;3;12
22-101090-1;2;3
22-100257-1;2;98
22-094904-1;3;11
23-003518-1;3;93
23-065034-1;2;97
23-032591-1;3;75
23-002216-1;2;30
22-100223-1;2;4
22-101729-1;1;14
23-023488-1;2;50
22-100219-1;2;59
22-101709-1;3;75
23-066478-1;2;94
23-012941-1;2;72
23-066442-1;2;75
23-066519-1;1;93
23-026169-1;3;38
23-066445-1;3;81
23-006850-1;3;56
22-094840-1;2;42
23-066105-1;2;56
23-066532-1;1;95
23-044800-1;3;19
22-101064-1;2;3
23-030698-1;3;71
23-048259-1;2;83
23-066434-1;2;75
22-101776-1;3;75
22-092956-1;1;18
23-066436-1;1;62
23-077287-1;3;38
23-036652-1;3;83
23-039930-1;2;75
23-011389-1;2;34
22-101614-1;2;22
22-101681-1;2;75
22-101821-1;2;75
23-006626-1;2;76
23-066426-1;3;75
23-064989-1;2;75
23-073968-1;3;61
22-101450-1;0;67
23-066629-1;2;31
22-100279-1;2;94
23-067095-1;3;54
23-037746-1;1;21
23-055826-1;2;75
22-101652-1;2;75
23-066622-1;3;94
22-103746-1;2;93
23-047277-1;2;94
23-066602-1;2;31
23-065043-1;1;68
23-003224-1;2;56
23-066413-1;2;93
23-065134-1;3;20
23-003225-1;2;56
23-066631-1;2;24
21-111056-1;2;63
23-066517-1;3;34
23-067486-1;2;75
23-033545-1;3;57
23-039063-1;2;94
23-048361-1;2;75
23-005027-1;3;47
23-079530-1;2;59
23-066618-1;1;35
23-065120-1;3;38
22-101982-1;3;56
23-042063-1;1;94
23-013541-1;2;16
23-072935-1;3;93
22-104856-1;2;60
23-065152-1;1;68
23-081404-1;2;6
23-065475-1;3;88
22-100455-1;3;62
22-104214-1;3;71
23-029224-1;2;75
23-065139-1;1;20
22-108280-1;2;75
23-087621-1;3;75
22-104807-1;3;22
23-028885-1;2;58
23-036938-1;3;73
23-004918-1;3;22
23-018801-5;3;93
23-023473-1;2;66
22-091355-1;3;75
23-066745-1;3;75
23-065199-1;3;42
23-066633-1;3;93
23-066721-1;2;5
22-100729-1;1;93
22-102115-1;2;94
22-096200-1;2;73
23-035130-1;2;7
23-022674-1;3;5
22-101976-1;2;97
23-032845-1;2;29
23-033620-1;3;35
23-007451-1;2;25
23-034152-1;2;29
23-066338-1;3;69
23-066687-1;3;93
22-100452-1;3;27
23-010547-1;3;16
22-101955-1;3;71
22-099178-1;1;90
23-066620-1;2;31
23-066782-1;2;80
23-036419-1;3;79
23-066594-1;3;93
22-004687-1;3;66
22-101503-1;2;59
23-068207-1;2;75
22-107963-1;2;28
22-106741-1;2;94
23-060261-1;2;52
23-066751-1;3;75
23-066009-1;3;30
22-107411-1;2;80
22-016413-1;2;97
23-064337-1;2;74
23-066635-1;2;92
22-093234-1;3;83
23-051262-1;2;67
23-010945-1;3;37
22-102021-1;3;59
22-100650-1;2;75
23-004611-1;2;81
23-019503-1;3;7
23-020389-1;2;75
23-003725-1;2;33
23-066815-2;3;8
23-034154-1;2;29
23-048630-1;3;35
23-066826-1;2;94
23-001511-1;3;88
23-066690-1;2;75
23-032609-1;3;98
23-062330-1;3;67
23-012192-1;2;66
23-071668-1;1;2
22-107285-1;2;77
23-087134-1;3;75
23-002711-1;3;75
23-076272-1;2;34
23-066676-1;3;93
23-066813-1;2;74
23-037692-1;2;87
23-066658-1;3;93
23-037438-1;2;94
23-012182-1;3;66
23-054193-1;2;92
23-007990-1;3;75
23-044852-1;1;26
23-013433-1;3;56
22-006694-1;3;33
23-065368-1;2;77
23-066737-1;1;7
23-054311-1;2;62
23-064455-1;2;43
23-066741-1;2;75
22-102134-1;2;62
23-065346-1;2;94
22-101985-1;3;56
23-074526-1;2;75
22-105066-1;2;33
23-066739-1;2;62
23-080996-1;3;70
22-109309-1;2;68
23-012236-1;2;66
23-005399-1;3;47
23-016140-1;2;39
22-100924-1;3;13
23-020620-1;3;83
23-079808-1;2;63
23-066686-1;2;12
23-066889-1;2;92
23-065425-1;2;7
23-056833-1;2;92
23-083140-1;3;91
22-108116-1;2;60
23-066822-1;2;46
23-084009-1;3;20
22-100688-1;2;61
23-010985-1;2;19
22-096397-1;3;73
23-048688-1;2;93
22-103897-1;3;37
23-004713-1;2;64
23-049809-1;2;75
22-101101-1;2;89
22-089982-1;3;75
23-000585-1;3;13
22-104152-1;2;94
23-079436-1;3;1
23-054060-1;1;36
23-066746-1;2;62
23-066992-1;2;46
23-012519-1;2;6
22-102022-1;3;83
23-034796-1;3;22
23-065474-1;2;75
23-066803-1;2;95
23-066940-1;1;92
23-086981-1;2;74
23-068175-1;1;69
23-056796-1;1;59
23-060724-1;3;26
23-066802-1;3;94
23-072212-1;2;83
23-065859-1;2;34
23-032272-1;3;75
22-102234-1;1;69
23-065503-1;2;5
23-000146-1;2;16
23-067019-1;2;11
22-100859-1;3;75
22-103598-1;2;78
23-064804-1;2;75
23-065983-1;2;56
23-066875-1;2;94
22-091388-1;3;71
23-042243-1;2;94
23-066864-1;2;94
23-042911-1;3;81
22-100836-1;1;95
23-010572-1;2;75
23-041786-1;2;58
22-100835-1;3;20
22-097704-1;2;75
23-051108-1;3;71
23-006345-1;3;63
23-009620-1;3;35
23-014867-1;1;33
23-058027-1;2;29
23-059642-1;2;59
23-068731-1;2;56
23-056267-1;2;38
23-052719-1;3;28
22-100676-1;2;75
22-094187-1;2;29
23-066885-1;2;75
22-102306-1;3;23
23-073631-1;2;97
23-066897-1;2;14
23-067194-1;2;95
23-085345-1;3;75
23-018059-1;2;14
23-074941-1;3;37
23-065584-1;3;24
22-108615-1;2;53
22-100264-1;3;80
23-065590-1;2;44
22-088662-1;3;93
23-025492-2;3;93
23-073341-1;3;3
23-050118-1;2;56
23-051498-1;1;44
23-066578-1;2;31
23-066919-1;2;97
23-037243-1;2;80
22-101280-1;2;40
22-102211-1;2;19
23-051621-1;3;71
22-102242-1;2;85
23-077626-1;1;76
23-067075-1;2;56
23-065623-1;3;75
23-074262-1;2;43
22-102350-1;2;81
23-065633-1;3;24
23-052998-1;2;93
22-091124-1;3;75
23-007103-1;3;75
23-030402-1;2;64
23-005854-1;3;75
23-033911-1;2;25
22-098736-1;3;56
23-067139-1;3;20
23-007680-1;3;34
23-004015-1;2;77
22-102430-1;3;97
23-065869-1;2;75
22-098505-1;3;56
23-070556-1;2;44
23-011910-1;3;94
23-072014-1;3;54
23-056174-1;3;32
23-065656-1;2;75
23-024122-1;3;76
23-050912-1;3;75
23-065648-1;3;24
23-024124-1;3;76
23-009335-1;2;20
23-054209-1;2;40
23-024128-1;3;76
23-052849-1;1;6
23-008733-1;2;26
22-091575-1;3;32
23-047783-1;2;75
23-065893-1;2;75
23-029449-1;2;32
23-006346-1;3;63
23-067287-1;2;33
23-056819-1;2;44
23-047217-1;2;97
23-008994-1;2;85
